Date,AAPL,AMZN,CAT,CVX,GOOGL,JNJ,JPM,KO,META,MSFT,NVDA,PFE,PG,V,XOM
2025-06-04,202.590087890625,207.22999572753906,347.057861328125,135.8576202392578,167.69680786132812,152.10354614257812,261.68096923828125,70.32679748535156,686.9574584960938,463.1086730957031,141.9021453857422,22.99324607849121,163.67823791503906,367.3536071777344,101.35684204101562
2025-06-05,200.40257263183594,207.91000366210938,346.69024658203125,135.39279174804688,167.8564910888672,152.54034423828125,259.43280029296875,69.87351989746094,683.6322021484375,466.91241455078125,139.97239685058594,22.727827072143555,160.5713653564453,366.1257629394531,100.89117431640625
2025-06-06,203.68882751464844,213.57000732421875,351.0517272949219,138.66636657714844,173.31497192382812,153.90036010742188,263.17645263671875,70.30708312988281,696.703369140625,469.6080017089844,141.70216369628906,22.95392608642578,161.77467346191406,369.5697021484375,103.30867004394531
2025-06-09,201.2216339111328,216.97999572753906,355.74102783203125,139.21029663085938,175.93264770507812,154.09889221191406,264.1767272949219,70.720947265625,693.05859375,471.97412109375,142.612060546875,23.56340789794922,160.33465576171875,366.0159606933594,104.0022201538086
2025-06-10,202.44024658203125,217.61000061035156,356.2377624511719,141.77178955078125,178.44041442871094,155.3100128173828,266.0188903808594,71.29246520996094,701.3865966796875,470.1471252441406,143.94189453125,23.88780975341797,160.61082458496094,370.04888916015625,106.23147583007812
2025-06-11,198.55465698242188,213.1999969482422,360.7780456542969,143.18603515625,177.1915283203125,154.12867736816406,265.5732116699219,71.01656341552734,693.1384887695312,471.8443298339844,142.8219451904297,24.064756393432617,159.8908233642578,372.654296875,108.30220794677734
2025-06-12,198.97418212890625,213.24000549316406,358.6122131347656,143.3739471435547,175.54299926757812,155.5184783935547,265.6623229980469,71.18407440185547,692.359619140625,478.0840759277344,144.9918212890625,24.418651580810547,160.94615173339844,370.74761962890625,108.71833801269531
2025-06-13,196.227294921875,212.10000610351562,354.7276306152344,144.30360412597656,174.513916015625,155.9552764892578,262.4039306640625,70.47947692871094,681.884765625,474.18048095703125,141.9619903564453,24.123741149902344,158.0858612060547,352.230224609375,111.0863037109375
2025-06-16,198.195068359375,216.10000610351562,360.0826110839844,144.4222869873047,176.61204528808594,154.08897399902344,267.7619323730469,69.98328399658203,701.6464233398438,478.3536376953125,144.6818389892578,23.986114501953125,158.6776580810547,354.8556213378906,111.44298553466797
2025-06-17,195.418212890625,214.82000732421875,355.3535461425781,147.21124267578125,175.7927703857422,151.26966857910156,266.92999267578125,69.09014129638672,696.7597045898438,477.25543212890625,144.1118621826172,23.592899322509766,156.3499755859375,357.2114562988281,112.94896697998047
2025-06-18,196.35714721679688,212.52000427246094,357.4597473144531,146.55850219726562,173.16513061523438,149.63168334960938,271.3273620605469,68.68325805664062,695.3007202148438,479.4518127441406,145.47178649902344,23.474933624267578,155.8568115234375,339.7821350097656,112.14643859863281
2025-06-20,200.7721405029297,209.69000244140625,358.175048828125,147.90353393554688,166.4910888671875,148.6985321044922,272.35736083984375,68.31607055664062,681.8897094726562,476.6164855957031,143.84188842773438,23.56340789794922,156.9022979736328,337.9753112792969,113.64250946044922
2025-06-23,201.27157592773438,208.47000122070312,363.84796142578125,145.24314880371094,165.04238891601562,150.21739196777344,275.595947265625,69.20922088623047,698.0588989257812,485.2023620605469,144.161865234375,23.622390747070312,158.82559204101562,343.1462097167969,110.70980072021484
2025-06-24,200.07293701171875,212.77000427246094,370.5937805175781,141.96958923339844,166.62098693847656,151.0810546875,278.5572204589844,69.67564392089844,711.7196655273438,489.30560302734375,147.8916473388672,23.897640228271484,158.16477966308594,351.0123596191406,107.34114837646484
2025-06-25,201.33151245117188,211.99000549316406,369.1631164550781,141.65310668945312,170.52748107910156,151.17039489746094,281.3302917480469,69.10005950927734,708.2020263671875,491.4620666503906,154.30130004882812,23.84848976135254,156.79379272460938,344.653564453125,107.3708724975586
2025-06-26,200.7721405029297,217.1199951171875,379.3961486816406,142.84979248046875,173.38491821289062,150.90235900878906,285.9752197265625,68.94127655029297,725.6002807617188,496.6335754394531,155.01126098632812,23.828828811645508,156.45846557617188,345.4222106933594,108.97593688964844
2025-06-27,200.85205078125,223.3000030517578,382.2077331542969,142.20693969726562,178.37046813964844,151.29945373535156,284.3509826660156,69.79473114013672,733.1351928710938,495.1260681152344,157.74110412597656,23.77967643737793,157.67161560058594,347.9976501464844,108.3715591430664
2025-06-30,204.93740844726562,219.38999938964844,385.6849670410156,141.61355590820312,176.07252502441406,151.63697814941406,287.12408447265625,70.21153259277344,737.5922241210938,496.5936584472656,157.98109436035156,23.828828811645508,157.13900756835938,354.4263610839844,106.8061294555664
2025-07-01,207.58441162109375,220.4600067138672,388.3773498535156,143.96734619140625,175.682861328125,154.78387451171875,287.6192626953125,71.1245346069336,718.73486328125,491.242431640625,153.29136657714844,24.615259170532227,159.01300048828125,354.8456115722656,108.23284912109375
2025-07-02,212.1991729736328,219.9199981689453,395.8384704589844,146.35081481933594,178.48036193847656,154.42649841308594,289.19403076171875,70.37032318115234,713.0886840820312,490.2840270996094,157.2411346435547,24.8905086517334,158.99327087402344,353.5978088378906,110.02616882324219
2025-07-03,213.30792236328125,223.41000366210938,395.2721862792969,146.73651123046875,179.36956787109375,154.8732147216797,294.56787109375,70.80696868896484,718.5250244140625,498.02130126953125,159.3310089111328,24.94948959350586,158.6283416748047,358.2296447753906,111.16555786132812
2025-07-07,209.7119903564453,223.47000122070312,388.9635314941406,145.77719116210938,176.63201904296875,154.13861083984375,290.557373046875,70.46955871582031,717.865478515625,496.90313720703125,158.2310791015625,24.811864852905273,158.3028564453125,356.0135803222656,110.08560943603516
2025-07-08,209.7719268798828,219.36000061035156,391.7254333496094,151.5529022216797,174.20419311523438,154.65481567382812,281.4118347167969,69.70541381835938,720.1838989257812,495.804931640625,159.99098205566406,25.185420989990234,155.72857666015625,353.9272155761719,113.13721466064453
2025-07-09,210.90065002441406,222.5399932861328,399.5640869140625,151.3353271484375,176.46217346191406,155.14125061035156,281.7900085449219,68.95120239257812,732.2857666015625,502.68365478515625,162.87081909179688,25.12643814086914,155.36366271972656,357.1316223144531,112.75081634521484
2025-07-10,212.16920471191406,222.25999450683594,405.6741027832031,152.47265625,177.46127319335938,156.5409698486328,286.7956848144531,69.2389907836914,726.7494506835938,500.656982421875,164.09075927734375,25.34270668029785,156.32037353515625,355.2549133300781,113.87039184570312
